error
0.09479876065775023
0.08079187465238333
0.06917993737180103
0.06067198977774213
0.052858256203618455
0.04625352232399526
0.040747097647478366
0.03546583499439721
0.030394102710162893
0.0255814556413018
0.02149620432027745
0.01820642827036449
0.015059229588048022
0.012175164359013876
0.009995013982616879
0.008008005521986097
0.006422375654894271
0.005011653026676775
0.0037053046386798082
0.0026526906489470303
0.0017308901488146402
0.0010141306023451757
0.00036700527460788347
3.3573815208163275e-31
