AMI,ARI,NMI,accuracy,aic,bic,completeness,f1_score,homogenity,init,mutual_info,n_clusters,precision,recall,silhouette,time,v-measure
0.009766293812508205,-0.006940212992626828,0.011019020143958967,0.305,13011.834361693436,13262.129880921526,0.010504334709434423,0.38888888888888895,0.01155892384349879,gmm-em,0.007060933946164555,2,0.5364321608040201,0.305,0.07661204506732722,0.041288137435913086,0.011006425423667202
0.007870231310703352,0.022191055969073083,0.011639710572561728,0.283,11345.269985491215,11723.167141972839,0.008801343449331618,0.33352176813606194,0.015393429763645227,gmm-em,0.009403296728800165,3,0.49659730513389055,0.283,0.13653027141027116,0.06285786628723145,0.011199349629806753
0.004769806916363078,0.0025172254234141008,0.008773756576224577,0.244,9983.332981038146,10488.831774773305,0.005865739190083047,0.3220934648394692,0.013123461845863988,gmm-em,0.008016654361017728,4,0.5036801726204747,0.24399999999999997,0.10919893278494756,0.1274430751800537,0.008107640159596098
0.00721621424723238,0.0037842077823713634,0.013632242677537596,0.265,9278.439799197207,9911.540230185903,0.008478660757912175,0.37262864580148675,0.0219183248068813,gmm-em,0.013389122185368002,5,0.6460195104956015,0.265,0.08556912017230794,0.1389312744140625,0.012227399327025344
0.00531379858060257,0.0019920958194092906,0.011396361572676955,0.201,8749.313875622387,9510.015943864619,0.006748245951938603,0.2841245316627408,0.019246046753508963,gmm-em,0.0117567229173981,6,0.6331977327583869,0.201,0.0747364979074499,0.15407299995422363,0.009992736372316829
0.004930519990701248,0.005907365079213726,0.01148338997653593,0.163,8311.168382266234,9199.472087762,0.00650976137649323,0.25105271199388846,0.020257001405517335,gmm-em,0.012374279025306342,7,0.6199259259259259,0.163,0.08303063793590934,0.17444682121276855,0.009853133636453935
0.011201515511433533,0.006083435257936826,0.023667833665279477,0.103,7806.4246831208575,8822.33002587016,0.012892709176675407,0.17118682423937642,0.04344830421062709,gmm-em,0.026541018027093403,8,0.530530303030303,0.103,0.08215288073333059,0.14770102500915527,0.019884851788398276
0.01243211030977926,0.0028871968173993703,0.026572973550138154,0.172,7481.832424052204,8625.339404055043,0.014325777903268092,0.2535948805015019,0.04929037208759577,gmm-em,0.03010972874331519,9,0.48250097087378646,0.172,0.06169236909358469,0.20559287071228027,0.022199486243595395
0.012902392998681242,0.005560779137662312,0.02863314108643192,0.13,7135.04613164637,8406.154748902743,0.014881591896361207,0.2092087912087912,0.055092007238552496,gmm-em,0.033653740550581505,10,0.5371875,0.13,0.07838612638184034,0.18326187133789062,0.023433317097060504
0.010841039007852571,0.005396154600049743,0.02551009744959511,0.085,6632.318014200178,8031.028268710087,0.012941647180666678,0.1446476748200335,0.05028456291560834,gmm-em,0.030717044429578462,11,0.559454076850984,0.085,0.07082160889852024,0.24976205825805664,0.02058529432325341
