AMI,ARI,NMI,accuracy,aic,bic,completeness,f1_score,homogenity,init,mutual_info,n_clusters,precision,recall,silhouette,time,v-measure
0.07280982284419474,0.08110132533235745,0.10031117759096075,0.0,-60500.97636523854,-60377.541302725804,0.13734260606951895,0.0,0.07326446350225799,gmm-em,0.09454357429107076,2,0.0,0.0,0.2558746491961239,0.10866189002990723,0.09555550409722524
0.06890683056393615,0.0744631169011306,0.07739285514155274,0.0,-62739.41322561637,-62551.01234072852,0.08577374083995658,0.0,0.06983085928521336,gmm-em,0.09011270562893571,3,0.0,0.0,0.23064427612799004,0.2795090675354004,0.07698556497871177
0.07306523020437526,0.07004995180921664,0.07451028281542788,0.0008166598611678236,-64379.206757633765,-64125.84005037079,0.07457437027346997,1.6481531002377875e-05,0.07444625043263835,gmm-em,0.09606860232113595,4,8.324769226991066e-06,0.0008166598611678236,0.15981808915265336,0.3900489807128906,0.07451025527781176
0.06783975917241367,0.0636583536740233,0.07559855356506431,0.005920783993466721,-65901.88434129288,-65583.55181165479,0.06940388921477691,0.0013641344254051576,0.08234612448653782,gmm-em,0.10626293520507127,5,0.0007982439652509068,0.005920783993466721,0.15950864595747358,0.47991490364074707,0.07532310754684807
0.06511611886140112,0.045431050942387516,0.07825891064660438,0.11024908125765619,-66520.29233703425,-66136.99398502104,0.06681399245202717,0.12476852845156611,0.09166428873398944,gmm-em,0.11828748997108261,6,0.14651611982017898,0.11024908125765619,0.11838881308246887,0.5588490962982178,0.07729080666144433
0.06594066837829134,0.044504373976037306,0.08182909161360434,0.06655777868517762,-67238.8024329142,-66790.53825852588,0.0678458639818153,0.0952255749357909,0.09869430266379067,gmm-em,0.1273593184192489,7,0.29182384933481154,0.06655777868517762,0.12324070852706394,0.6269078254699707,0.08041303631641733
0.06606660301617166,0.04006098185644751,0.08440031389609987,0.09371171906900776,-67872.06606562348,-67358.83606886002,0.06816336546715296,0.1256009836065624,0.10450500700692175,gmm-em,0.13485769800857506,8,0.30750562026783,0.09371171906900776,0.13817541692434518,0.54374098777771,0.08250975999475217
0.0635473189657235,0.03855059418711291,0.08363024866196882,0.16557778685177624,-68445.9055841551,-67867.70976501652,0.065820429061603,0.209134211194139,0.10625908385855187,gmm-em,0.13712123325072187,9,0.41853703380137075,0.16557778685177624,0.12025274500692429,0.7108449935913086,0.08128821813329948
0.06236159683500465,0.03828720694514461,0.08446392030440648,0.05532870559412005,-68927.44471312698,-68284.28307161329,0.06478792631618346,0.07653282052066465,0.11011548352963847,gmm-em,0.14209769511737022,10,0.24868695069313185,0.05532870559412005,0.11517924670737137,0.7159712314605713,0.08157821324899174
0.057574433366046784,0.03324379984511388,0.08069710613620562,0.0902409146590445,-69498.12317954088,-68789.99571565207,0.06013033388493047,0.13370113533148334,0.10829846631518605,gmm-em,0.13975293895877988,11,0.2991811378697001,0.0902409146590445,0.11140553578501924,0.7251560688018799,0.07732671527696992
