AMI,ARI,NMI,accuracy,aic,bic,completeness,f1_score,homogenity,init,mutual_info,n_clusters,precision,recall,silhouette,time,v-measure
0.05800158722315064,0.06583243555654453,0.08002565509297219,0.0,-36867.32663223271,-36769.87789867003,0.10954028767972683,0.0,0.05846347137396268,gmm-em,0.07544374564331285,2,0.0,0.0,0.34066706811620273,0.12248492240905762,0.07623764502808256
0.06948820546374716,0.06130120493580786,0.07694528513886151,0.0,-38169.6260361606,-38020.20464469782,0.08408494922152773,0.0,0.07041185087122458,gmm-em,0.0908624418386719,3,0.0,0.0,0.22802653194160577,0.20952296257019043,0.07664335962358157
0.06899418880621536,0.06161619880514535,0.07071400536872158,0.0004083299305839118,-39963.68543761608,-39762.2913882532,0.07036894337633011,1.682100640922397e-05,0.07106075941122605,gmm-em,0.09169982096938578,4,8.58738024361539e-06,0.0004083299305839118,0.2146453882891187,0.44092416763305664,0.0707131593537868
0.06177288524840719,0.05961521079325671,0.06845606554939246,0.015312372396896692,-40651.263987074504,-40397.89727981153,0.06337102232459214,0.0024158749699344107,0.07394914487096967,gmm-em,0.09542711619875852,5,0.0013137189141808774,0.015312372396896692,0.20173375645434566,0.624683141708374,0.06825265372461878
0.058013469843865635,0.05075296694742799,0.06801608363559986,0.05716619028174765,-41376.66661627932,-41071.32725111625,0.0598171331968942,0.06673580055322105,0.07733883898944714,gmm-em,0.0998013214054124,6,0.08400695806033807,0.05716619028174765,0.21568952355285745,0.4980919361114502,0.06745878519733335
0.05435913616943497,0.05032966917000706,0.06575968387206396,0.04246631278072683,-41962.634393616005,-41605.322370552836,0.05640941035175583,0.055009691989643,0.07665983381120711,gmm-em,0.09892510429490316,7,0.21733549029968094,0.04246631278072683,0.1999403839212225,0.5360019207000732,0.06499377147822377
0.052848448415844636,0.04794526352499666,0.06717583760664239,0.1124948958758677,-42544.94109161551,-42135.65641065225,0.055031682418523874,0.1600280941753878,0.08199991277451905,gmm-em,0.10581616891277901,8,0.28695416264218293,0.1124948958758677,0.18550608648343864,0.7332770824432373,0.06586208314654568
0.05002303838219113,0.03615454230079789,0.06648711185599436,0.1672111065741119,-43148.98762143491,-42687.73028257155,0.05232864610544031,0.22893536519201296,0.08447640770304447,gmm-em,0.10901194311304033,9,0.3756115427453434,0.1672111065741119,0.17728948587678156,0.9015498161315918,0.06462533246965968
0.04780205641504018,0.035035009173374036,0.06514758310755779,0.1106574111882401,-43623.70654010677,-43110.47654334331,0.05028712133923099,0.15525527290939986,0.08439949378142422,gmm-em,0.10891269012304883,10,0.3147592877678884,0.1106574111882401,0.173071693332309,1.114180088043213,0.06302345011720871
0.047207624312274966,0.03305190329893109,0.0655153415088313,0.13127807268272765,-43916.273577182,-43351.07092251845,0.04987143307626374,0.1732911190642418,0.0860665055775526,gmm-em,0.11106387292105702,11,0.38029889370763015,0.13127807268272765,0.1676831613124789,0.9541819095611572,0.06315028777874282
