AMI,ARI,NMI,accuracy,aic,bic,completeness,f1_score,homogenity,init,mutual_info,n_clusters,precision,recall,silhouette,time,v-measure
0.06923237386828425,0.07506439193759294,0.09510830276084327,0.0,-39004.85080849058,-38907.40207492789,0.1298002264137257,0.0,0.06968854757784691,gmm-em,0.08992906055962493,2,0.0,0.0,0.2715583289664256,0.19218993186950684,0.09068770210027315
0.06531811529687051,0.06600008874964358,0.07272485730655179,0.0,-40507.24939430745,-40357.828002844675,0.0798375134526845,0.0,0.0662458616448867,gmm-em,0.08548647246569019,3,0.0,0.0,0.2435497692244941,0.3429439067840576,0.07240940136720941
0.07227064724320495,0.05823059594979679,0.07557099922283604,0.0006124948958758677,-41452.150895264334,-41250.75684590146,0.07358610199700165,2.0382525653107073e-05,0.07760943668099972,gmm-em,0.10015051215535224,4,1.0363703821926696e-05,0.0006124948958758677,0.17515417369011319,0.3650190830230713,0.07554423858630455
0.0697155840697882,0.06472498715762577,0.07763634896332385,0.009799918334013884,-42328.50589730046,-42075.13919003749,0.0712759769835985,0.0024429969452501713,0.08456429410630144,gmm-em,0.10912535545919426,5,0.0014219408910611912,0.009799918334013884,0.18493951677516426,0.6289718151092529,0.07735359593770154
0.07173531689708888,0.06078393615755836,0.083062213428419,0.043078807676602694,-42694.22811988392,-42388.88875472085,0.07352690638286896,0.050079051032341226,0.09383410290244044,gmm-em,0.12108751029780546,6,0.06496735578228702,0.043078807676602694,0.19229806404858502,0.6766829490661621,0.08244849059038079
0.0653279743299183,0.042312680255011496,0.08094717422089563,0.07309105757452021,-43043.72407463618,-42686.41205157301,0.06723838376301638,0.09339203304308008,0.09745095952101275,gmm-em,0.12575485563921512,7,0.26428549449177474,0.07309105757452021,0.14457993212056458,0.7446260452270508,0.07957339416974236
0.063962460101817,0.040444257632296934,0.08195681143162975,0.08064516129032258,-43451.79868544876,-43042.5140044855,0.0660552739019337,0.10301512042723976,0.10168633847483123,gmm-em,0.13122036846261598,8,0.2619086560616445,0.08064516129032258,0.12743534652049487,0.775235652923584,0.08008649547200995
0.06036351669218999,0.040313258336042455,0.08007497626757333,0.11882400979991833,-43755.90357304539,-43294.64623418203,0.06262130657324172,0.16276485128904333,0.10239329351509094,gmm-em,0.1321326532617421,9,0.3299257728819156,0.11882400979991833,0.11461103196789013,1.0278549194335938,0.07771435764859685
0.06150232169016005,0.037296188567071425,0.08299232419216625,0.07554103715802368,-44047.118381217195,-43533.88838445374,0.06394834263582573,0.1069880898250248,0.10770765262896614,gmm-em,0.1389905278939177,10,0.36300946787331645,0.07554103715802368,0.13354870957480364,1.0590970516204834,0.08025033864028815
0.06048508727420468,0.03579603304682392,0.08428945669226749,0.14046549612086565,-44361.023050392694,-43795.82039572914,0.06304483029339907,0.2001570718840525,0.11269302298719196,gmm-em,0.14542386146793476,11,0.3826317153009041,0.14046549612086565,0.13513301235381114,0.9618799686431885,0.08085580171659353
