AMI,ARI,NMI,accuracy,completeness,f1_score,homogenity,inertia,init,mutual_info,n_clusters,precision,recall,silhouette,time,v-measure
0.07248758800663362,0.07940301404348427,0.09978871866253329,0.0,0.13651590487576531,0.0,0.07294233138162316,442.8469044829761,k-means++,0.09412788132584704,2,0.0,0.0,0.24619145662388364,0.060913801193237305,0.09508137326310526
0.07017919671342328,0.06642168259147711,0.07771455564866134,0.0,0.08494173944675971,0.0,0.07110228962822672,391.049497104837,k-means++,0.09175341332465096,3,0.0,0.0,0.19257147166468835,0.09390783309936523,0.07740830835336344
0.0778079735395417,0.06374432457379801,0.08119497204430656,0.0008166598611678236,0.07911746271194596,3.0190752723394585e-05,0.08332703374574096,357.324111236944,k-means++,0.1075287421595904,4,1.5379658402407223e-05,0.0008166598611678236,0.17088718755193197,0.13833379745483398,0.0811677050197013
0.06819891917662384,0.05992004175998002,0.07610704766783083,0.012045732952225397,0.06975621142439933,0.0020515893623540356,0.08303608505159511,335.1544139165468,k-means++,0.10715328961186213,5,0.0011267593614129614,0.012045732952225397,0.16907463767234346,0.15983009338378906,0.07581904112061713
0.06786819917623912,0.04681024553240861,0.08118545920614831,0.03634136382196815,0.06957173292168821,0.04174081327702504,0.09473788433489597,318.402662621558,k-means++,0.12225378823007498,6,0.062001175093153185,0.03634136382196815,0.14422825253230118,0.18285298347473145,0.0802275471948865
0.06294128401970941,0.042265657037151357,0.0783958468266503,0.17047774601878318,0.0648471528440473,0.218760206754066,0.09477530670387459,303.8846060337236,k-means++,0.12230207964384571,7,0.3207804355977169,0.17047774601878318,0.14347063469317128,0.22560906410217285,0.07700556446848246
0.0674618650376042,0.03793926014902634,0.08710779190393321,0.12372396896692528,0.06951787289080717,0.17587327897068708,0.10914844046360794,292.20635525822007,k-means++,0.1408497816872377,8,0.3135422867310342,0.12372396896692528,0.13953973109365198,0.23042798042297363,0.08493786285641099
0.06338083376590307,0.035026734210299004,0.08494624488756598,0.1231114740710494,0.06558663121211317,0.17520613882579572,0.1100203560869221,283.06798102520014,k-means++,0.1419749386264652,9,0.33769658086227505,0.1231114740710494,0.12390140165608966,0.2825772762298584,0.08218197500547829
0.06394795396569043,0.034234931675095344,0.08654015434321101,0.10534912209064924,0.066360290215469,0.1483595800734853,0.1128566238850023,271.7885240305322,k-means++,0.14563497901246902,10,0.39805824812682006,0.10534912209064924,0.13824493482495015,0.30660295486450195,0.08357691405788008
0.058226031241236924,0.031310328389353076,0.08123705000238898,0.10473662719477338,0.06078992399860707,0.14246172162082624,0.1085617131753918,262.2821123257666,k-means++,0.14009264388385567,11,0.26136920425977306,0.10473662719477338,0.12966620365546155,0.34250497817993164,0.07793793320474476
