AMI,ARI,NMI,accuracy,completeness,f1_score,homogenity,inertia,init,mutual_info,n_clusters,precision,recall,silhouette,time,v-measure
0.01360021275937502,0.05132520288375257,0.014546190119377992,0.527,0.014684104206880677,0.5221514508138712,0.014409571330196791,8699.30348174056,k-means++,0.008802292733530864,2,0.517391304347826,0.527,0.15088122285049052,0.025861024856567383,0.014545542499051654
0.0037803528174801164,0.02117354214737145,0.006136812959558927,0.448,0.004767758260256185,0.5232382277893761,0.007898989681281953,8010.462513984073,k-means++,0.004825210818595105,3,0.6311048435211803,0.448,0.13789074674644408,0.04134702682495117,0.0059463523667523535
0.0034936163274194736,0.02424442893249046,0.006574157262276385,0.458,0.004817659459040479,0.521112478076164,0.008971066568027883,7399.11029760111,k-means++,0.0054801043177663405,4,0.6094192469536851,0.458,0.15044055646991938,0.044467926025390625,0.006268823330639531
0.005877880371022756,0.03082741736645447,0.01069900837799894,0.249,0.007492999454643323,0.2714528181157613,0.01527676345973261,6878.196767631737,k-means++,0.00933202944848726,5,0.5052970757268425,0.249,0.1609362139590722,0.04730701446533203,0.010054455173990449
0.007997725136956067,0.013311309832147856,0.015636994414900338,0.274,0.009509568897320467,0.37363980584991485,0.025712584552652226,6534.365785439835,k-means++,0.015706900016783334,6,0.5909731853906611,0.274,0.12065694790630796,0.057517051696777344,0.013884193348877362
0.00886475364110164,0.04167238046220297,0.017472824314414326,0.365,0.010717924162035231,0.4661807304785894,0.028484955193451837,5990.96262475208,k-means++,0.017400442273312867,7,0.6625257731958762,0.365,0.17004193820233018,0.05359506607055664,0.015575365613018774
0.008371048112710184,0.0139490559919886,0.018017682488129162,0.186,0.010218378202553113,0.29423073047858944,0.031769902797483464,5733.088113576349,k-means++,0.019407099498736542,8,0.7095257731958763,0.186,0.1261617662977782,0.06344294548034668,0.01546321375922741
0.013196148650609283,0.01843246087095926,0.02757488904559347,0.086,0.01517479522236404,0.13873873873873874,0.050107727632210795,5535.259906852616,k-means++,0.03060902206760714,9,0.5295454545454545,0.086,0.1273966391159665,0.06284689903259277,0.023294887287693286
0.012425340064263489,0.019985261827697044,0.027079702385769757,0.178,0.014549643595410234,0.2798114393463231,0.050400566618222266,5385.967204418655,k-means++,0.030787906950411503,10,0.69625,0.178,0.1369083373868944,0.06827878952026367,0.022580690005155637
0.011523583122232376,0.016227730534794697,0.02644861747316934,0.058,0.013728095189169445,0.09732945771641385,0.05095603990231076,5288.194912565043,k-means++,0.031127225750406363,11,0.4305555555555555,0.058,0.12199048348061868,0.08790826797485352,0.021629086181726695
