mean_fit_time,mean_test_score,n_clusters
2.089674949645996,0.42725682279165483,2
2.1336958408355713,0.4340977432290815,3
2.170691728591919,0.43591446566913544,4
2.153006076812744,0.4390053286441619,5
2.1531100273132324,0.4516563112708735,6
2.5303540229797363,0.4607480916484719,7
2.2587170600891113,0.4691280733671533,8
2.3238720893859863,0.4744952489178733,9
2.3034417629241943,0.47249428176333935,10
2.273958206176758,0.47881428489163796,11
